	14-3-3_beta-R-V	14-3-3_epsilon-M-C	14-3-3_zeta-R-V	4E-BP1-R-V	4E-BP1_pS65-R-V	4E-BP1_pT37_T46-R-V	A-Raf_pS299-R-C	ACC_pS79-R-V	ACVRL1-R-C	ADAR1-M-V	Akt-R-V	Akt_pS473-R-V	Akt_pT308-R-V	AMPK_alpha-R-C	AMPK_pT172-R-V	Annexin-1-M-E	Annexin_VII-M-V	AR-R-V	DIRAS3-M-E	ASNS-R-V	Bad_pS112-R-V	Bax-R-V	Bcl-2-M-V	Bcl-xL-R-V	beta-Catenin-R-V	Bid-R-C	Bim-R-V	c-Kit-R-V	c-Met-M-E	c-Myc-R-C	C-Raf-R-V	Caspase-7_cleavedD198-R-C	Caspase-8-M-E	Caveolin-1-R-V	CD20-R-C	CD31-M-V	CD49b-M-V	CDK1-R-V	Chk1_pS345-R-C	cIAP-R-V	Claudin-7-R-V	Collagen_VI-R-V	Cyclin_B1-R-V	Cyclin_D1-R-V	Cyclin_E1-M-V	Cyclin_E2-R-C	Dvl3-R-V	E-Cadherin-R-V	eEF2K-R-V	EGFR-R-V	eIF4E-R-V	eIF4G-R-C	ER-alpha-R-V	ER-alpha_pS118-R-V	ERCC1-M-V	ERK2-R-E	ETS-1-R-V	FASN-R-V	FoxM1-R-V	FOXO3a-R-C	FOXO3a_pS318_S321-R-C	G6PD-M-V	GAPDH-M-C	GATA3-M-V	GSK3-alpha-beta-M-V	GSK3-alpha-beta_pS21_S9-R-V	HER2-M-V	HER2_pY1248-R-C	HER3-R-V	HER3_pY1289-R-C	Heregulin-R-V	HSP70-R-C	IGFBP2-R-V	IRS1-R-V	JAB1-M-C	JNK_pT183_pY185-R-V	JNK2-R-C	Ku80-R-C	Lck-R-V	LKB1-M-E	MAPK_pT202_Y204-R-V	MEK1-R-V	MEK1_pS217_S221-R-V	MIG-6-M-V	MSH2-M-V	MSH6-R-C	mTOR-R-V	mTOR_pS2448-R-C	MYH11-R-V	Myosin-IIa_pS1943-R-V	N-Cadherin-R-V	N-Ras-M-V	NDRG1_pT346-R-V	NF-kB-p65_pS536-R-C	NF2-R-C	Notch1-R-V	P-Cadherin-R-C	p27-R-V	p27_pT157-R-C	p27_pT198-R-V	p38_pT180_Y182-R-V	p70S6K-R-V	p70S6K_pT389-R-V	p90RSK-R-C	p90RSK_pT359_S363-R-C	PAI-1-M-E	PARP_cleaved-M-E	PDCD4-R-C	PDK1-R-V	PDK1_pS241-R-V	PEA15-R-V	PEA15_pS116-R-V	PI3K-p110-alpha-R-C	PI3K-p85-R-V	PKC-alpha-M-V	PKC-delta_pS664-R-V	PKC-pan_BetaII_pS660-R-V	PR-R-V	PRAS40_pT246-R-V	PREX1-R-E	PTEN-R-V	Rab11-R-E	Rab25-R-V	Raptor-R-V	Rb-M-E	Rb_pS807_S811-R-V	RBM15-R-V	Rictor-R-C	Rictor_pT1135-R-V	S6-R-E	S6_pS235_S236-R-V	SCD-M-V	SETD2-R-E	SF2-M-V	Smac-M-E	Smad1-R-V	Smad3-R-V	Smad4-M-V	Snail-M-E	Src-M-V	Src_pY416-R-C	Src_pY527-R-V	STAT3_pY705-R-V	STAT5-alpha-R-V	Stathmin-R-V	Syk-M-V	TFRC-R-V	Transglutaminase-M-V	TSC1-R-C	Tuberin_pT1462-R-V	VEGFR2-R-V	XBP1-G-C	YB-1-R-V	YB-1_pS102-R-V	A-Raf-R-V	B-Raf_pS445-R-V	Bcl2A1-R-V	BRD4-R-V	c-Abl-R-V	CD26-R-V	Chk1_pS296-R-V	COG3-R-V	DUSP4-R-V	ERCC5-R-C	IGF1R_pY1135_Y1136-R-V	IRF-1-R-C	Jak2-R-V	p16_INK4a-R-V	SHP-2_pY542-R-C	CDK1_pY15-R-C	Subtype
TCGA-BP-5187-01	0.297195877	0.029568271	-0.294767214	0.240181597	-0.210194316	0.194073199	0.254662199	0.124363279	0.122708792	-0.14841107	0.098375832	-0.222394665	-0.524509129	-0.344936124	0.808947828	0.513992475	0.327677236	-0.269325918	-0.246813105	0.250062717	0.371881488	0.025225624	0.669067622	-0.008437126	-0.384786538	-0.019682361	-0.431533953	-0.462293425	0.115287335	0.07541522	-0.112926737	-0.0478381	-0.002044004	-0.171802432	0.108144011	0.127245963	-0.060241049	0.082768489	0.090130428	-0.156464755	0.435854995	-0.397123574	0.040562455	0.117733587	-0.320781101	0.064173107	-0.440261868	-0.302094091	-0.140334473	0.265322676	0.312191816	-0.666921438	0.210485646	-0.087330808	-0.027428388	-0.336278514	0.048615785	0.600587475	0.530156589	0.306613396	-0.188367712	0.663065062	-0.343846216	0.15610787	-0.199365542	-0.275116083	-0.098282016	0.531509655	2.46596789	0.241620397	0.207484588	1.236161598	-0.617309936	0.326140817	0.221239033	-0.018946023	0.019837704	-0.222018242	0.499119668	0.082640451	0.136066657	-0.026303939	-0.18868238	1.111881065	-0.113928103	-0.107874896	0.011325401	-0.248270851	-0.221942404	0.189955342	-0.023411522	0.076593717	-1.826600738	-1.370571355	-0.426719799	0.03413679	0.395101487	-0.662093739	0.203248565	-0.001877778	-0.332516578	0.165016961	0.49826178	0.438623149	-0.248150291	-0.064470447	-0.021576758	-0.196974323	-0.224872032	-0.203777746	-0.345273814	0.337016505	-0.315467972	-0.377464549	-0.198662018	-0.002800104	0.287519173	0.445228311	0.467902847	0.001877778	-0.145685426	-0.072833394	0.184771851	-0.63538207	-0.063040368	-0.055650502	-0.207920922	-0.055259443	-0.462492861	-0.64298652	0.147086241	0.274134557	0.453559677	-0.996906734	-0.593754181	-0.249844254	-0.198551715	0.239300601	-0.027088068	-0.254796636	0.188001877	-0.079229817	0.293772842	0.048300285	0.080671117	-0.604146273	-0.595255918	3.264700204	-0.215076912	-0.634837612	-0.662696582	0.048359137	-0.193085786	-0.038254459	-0.11902157	-0.368389266	0.236623968	-0.691095206	-0.231206598	0.386611456	-0.080542512	0.007367498	0.208892289	-0.073700684	0.130590092	0.102602707	-0.261705946	0.053893346	0.034232126	0.152725977	0.0
TCGA-B0-5399-01	-0.033664253	-0.069867361	0.42431059	0.230139818	-0.137896752	0.240876322	-0.195049986	0.075693877	-0.00919538	0.101504331	0.390669728	-0.329168196	-0.741352401	0.023671082	0.404845974	0.333866046	0.262147756	0.442330925	-0.332639254	-0.148630261	0.118946635	-0.423124395	-0.114174001	-0.211784876	0.109772549	-0.16149593	-0.4045066	0.54575625	-0.042684818	0.037142174	0.128760657	-0.267098512	-0.095655353	-0.073800897	-0.147807006	0.170178159	0.130121419	-0.367034336	-0.140299839	-0.021014734	-0.227347936	-0.247047626	-0.155172407	-0.357318117	-0.239921433	-0.372612911	0.00169115	0.340218845	0.654610823	0.021485158	-0.132200665	0.281528843	0.405979459	-0.210204116	0.017185326	0.796879171	-0.140298001	0.502423231	-0.02518319	-0.202097552	0.011649433	-0.332506598	1.938873093	-0.224813763	0.210153861	0.714409584	0.129453042	-0.224184143	-0.389067837	-0.014493105	0.132296864	-1.549373328	-0.695852712	-0.065196149	-0.00169115	-0.040507057	0.25933443	-0.362849747	0.319641011	0.190626304	-0.673846616	-0.036662862	-0.010598062	-0.16527514	-0.055045349	0.204412946	0.462923351	0.186857516	-1.267774069	0.146554917	0.122416922	-0.17509355	0.583276824	-0.449899963	0.143187635	0.086851928	-0.018091656	0.778959637	-0.079929921	0.057772698	0.349652083	0.181735543	-0.252515653	0.540315991	0.065229856	-0.98796541	-0.222119804	0.601113061	0.296875316	0.281682269	0.361109479	0.253301925	0.128626614	-0.019065487	0.601664953	0.371607001	0.868256107	0.146753126	-0.182467811	0.141807281	0.288545164	0.307504725	-0.041530347	-0.097994019	-0.335692049	0.07732059	0.442917654	-0.197501848	0.029144418	0.676368682	0.024544695	0.147235078	-0.292710192	-0.849644174	-0.360237934	-0.018111454	-0.228701044	-0.161736609	-0.335475993	-0.01257199	-0.573486465	0.714995794	-0.011978573	0.470882719	-0.283640423	0.119123242	0.658328951	0.088999276	0.576305722	0.164369811	0.326075744	-0.131202322	-0.410931471	-0.136267808	-0.061995719	0.068352103	0.472984323	0.350281431	0.050268679	0.930795241	0.052266197	0.081001483	-0.227353451	0.160353233	0.023574269	0.27445751	0.079141416	-0.687685727	-0.386571521	-0.02365949	0.0
TCGA-AK-3428-01	0.440501807	0.470847744	0.903568342	0.161465064	-0.515145365	-0.751753889	0.344734504	0.372102246	0.547004854	-0.104753597	-1.72716058	-1.138780515	-0.788471103	-0.295822468	-0.071267783	0.616476185	0.539100012	0.099755584	0.437936559	0.032714807	-0.28910146	0.51333287	-0.519540392	0.798809537	-0.599583777	0.056221724	-0.16235748	0.212281842	0.161102056	-0.15845671	-0.4492576	0.045364873	0.167629383	-2.475490308	0.194466618	0.120155492	0.241956178	0.086036115	0.218563551	-0.157488181	0.872384304	-0.921651943	-0.003435396	0.038698498	0.315132797	-0.043204241	0.04447803	-0.350415596	-0.413682403	-0.304922378	0.288990225	-0.196696604	0.339466568	-0.016654238	0.231986778	-3.058406301	-0.362286909	0.108619826	0.39463095	0.392545782	0.225314455	0.232081997	-0.215518724	0.211190355	-0.62412422	-1.555203116	-0.751985202	-0.201090126	0.647071642	0.36943161	0.292531211	0.298463052	0.501045942	0.095484188	0.883430618	0.127304954	-0.507486973	-0.766217242	0.352710033	0.054105118	-0.990208159	-0.479494686	-0.571664488	-0.483906986	-0.101455732	-0.51360859	-0.44076224	-0.075173892	-3.225189635	-0.753923719	0.267848693	0.090207898	-1.799356177	-0.344727503	-0.018896062	-0.316155953	-1.294066405	-0.149070131	0.262936601	-0.209264483	-0.61439956	-0.660929775	0.319460001	-0.529952391	-0.444434598	0.382123314	0.242418204	-0.173108072	0.314774559	-0.444849606	-0.468637327	0.024667066	-0.646006189	-0.802481528	-0.733205506	0.093524606	-1.612852348	0.621806167	1.317483507	-0.447803258	-0.407900961	-0.3176883	0.506614478	-0.63251035	-0.144142915	0.506621722	-0.890415395	-0.844515182	-0.192050405	-0.428421526	-0.764880322	0.045292214	0.303270403	-0.325624422	1.175070199	-0.137398982	0.290124422	0.426381081	0.083758776	0.53492322	0.186961757	0.088318284	-0.725236681	-1.094284158	0.396385647	-0.175410093	-0.912263899	0.100526976	-1.358950773	-0.457214954	-0.910249196	-0.078498775	-0.172427407	-0.279925149	0.267915473	0.386710026	0.003435396	-1.224753442	0.436541601	0.094522341	0.230994101	-0.057240929	0.99125451	0.261711644	0.300315524	0.132405676	0.020274024	0.744207702	0.246652144	0.867744071	0.0
TCGA-CJ-5676-01	-0.035920282	-0.050485669	0.061358162	0.376848175	-0.334136123	-0.513949935	0.263475269	-0.087303443	0.061677738	0.06311193	0.246057232	-0.618074609	-0.453756753	-0.00723048	0.374645638	0.416211607	-0.283143747	0.542584419	0.124263971	-0.257845303	0.333570805	0.243487357	-0.0917146	0.022128916	0.553668273	0.348136305	-0.027431927	-0.082254301	-0.058915542	-0.056549426	0.003058026	-0.246187835	0.483177025	0.713314769	0.158338663	0.40343103	-0.036342883	-0.542851951	-0.084015922	0.067977198	0.093933771	-0.056586513	-0.033392064	-0.216378555	-0.418550908	-0.384396565	-0.148507383	0.08825991	0.316511874	0.425869177	-0.207192858	-0.049641719	0.201092788	-0.164360885	0.046406528	0.089928161	0.482130349	-0.248079321	-0.311452766	-0.034296262	0.261460408	0.144409032	1.223291909	-0.392600787	0.40165612	0.034546306	-0.173854952	-0.040450475	0.140791731	-0.017248871	0.110603449	0.860146211	-0.523541068	0.193626623	-0.15225411	0.089073882	0.309367674	-0.012292158	0.151873614	0.207692134	0.862922409	-0.275161919	0.258438675	1.145476719	0.016516359	-0.033740595	0.306485348	0.008996132	0.598689508	0.323894343	0.159287007	0.023243002	-1.12634052	-0.474252469	0.607896002	0.04440724	0.26775614	0.358767048	-0.080946978	-0.219264897	0.280473129	0.057558579	-0.158958844	0.004573927	-0.257391153	0.922193687	-0.1791446	0.260558512	0.000575631	0.071874861	0.015688243	0.271538794	-0.212612814	0.276207106	0.086424668	0.219206477	0.451208307	0.292335603	0.481694009	0.317428654	0.251371405	-0.15203913	-0.257635932	0.07741233	-0.083941706	-0.257057339	0.376593836	0.344635941	-0.301873146	0.169764337	-0.336379333	0.035511373	-0.149592457	0.060859543	0.285302616	-0.283795424	-0.125425149	-0.055188208	-0.244561936	0.243675586	-0.928506154	-0.236743866	-0.229370906	0.654580378	-0.062921	0.809822794	0.278946222	-1.213878466	0.301692798	-0.594603236	0.640318103	0.605955789	0.018366027	0.056998635	-0.189297466	-0.158817486	-0.234981239	-0.041652247	-0.468348368	-0.079652116	-0.063003217	-0.106498346	-0.357722419	-0.021112726	-0.139718905	-0.167627686	-0.262694283	-0.222622882	-0.424557214	-0.204622392	0.0
TCGA-BP-5170-01	0.017685637	-0.030218325	0.353968789	0.491905518	-0.371671404	-0.473723625	0.243995394	-0.109994666	0.129806449	-0.147423053	0.075318376	-0.420867077	-0.336130516	0.05580895	-0.096527152	-0.035283694	0.076201753	0.333424542	0.080000428	0.322951669	0.269353368	0.268733227	0.283274343	-0.137157302	0.244476264	0.125046027	-0.278982085	0.715933549	0.058873608	0.117484404	-0.19089363	0.024130608	0.282760136	0.197949754	0.173466529	0.195271225	0.121300021	-0.03436769	-0.069317603	0.068731691	-0.319323768	-0.235223359	-0.263535594	0.128970298	0.001216605	0.071188313	0.035810403	0.074820907	-0.251978076	0.028878386	-0.043662843	-0.809883242	-0.228025227	0.087304525	-0.085354153	0.352907489	0.040312579	-0.13141677	-0.062728752	0.095490333	-0.0718579	-0.049773883	0.357059354	-0.024553029	-0.125903626	-0.194394026	-0.17484535	0.212616098	0.07002771	0.003782483	-0.004555471	1.709790259	-0.242883069	0.012063813	-0.012912792	0.245954663	-0.039938893	0.395984401	-0.123056262	0.082875066	0.013918307	-0.512336623	-0.04853	-0.203432726	0.277632961	0.215531599	-0.113211837	-0.345479638	0.641529616	-0.09700645	0.040400303	0.05087229	0.816080561	-1.65681585	-0.070065016	-0.072512366	-0.329749929	-0.477687866	0.071874024	-0.115406002	0.833879627	0.0669364	-0.181225018	0.048823614	-0.207098229	0.944475526	0.129222091	0.515709975	-0.020699582	0.14840981	0.856315214	-0.143116767	0.067771172	-0.072918813	-0.133783668	-0.013022609	0.331444112	-0.286903234	-0.145012119	0.079673816	-0.272261503	0.268395288	0.023195938	-0.006245587	0.26565497	-0.325861103	-0.216198937	-0.475138405	0.071976777	0.056780064	-0.430423456	0.137936146	0.189356257	0.070980281	-0.078114555	-0.121118451	0.128354077	-0.055846255	0.142334884	-0.080199921	-0.296965808	-0.706671607	0.056942654	-0.195395572	0.05023741	0.002098552	-0.140931775	0.21832914	0.12147485	-0.496650392	0.471460611	-0.086621571	-0.18700869	0.108611101	-0.185840903	0.029259091	-0.329781291	-0.309167708	-0.223589004	-0.126771682	-0.038127873	-0.275456471	-0.082148522	-0.033845559	-0.055808203	-0.177345491	-0.198783351	0.057178365	-0.154385787	-0.123654286	0.0
TCGA-A3-3308-01	0.007525108	-0.080512265	0.1644195	0.816124659	-0.163492834	0.186997436	0.097540467	0.327607697	-0.197170911	0.148604998	0.160231655	2.139381181	1.704118689	-0.241606741	0.17020416	-0.655587963	-0.172684878	-0.608203891	-0.136015867	0.547912388	-0.053466284	-0.110264748	-0.958502819	-0.256545755	0.004291083	-0.064465266	-0.416492847	-0.172506246	-0.191880347	-0.110804027	0.198572292	-0.040592696	-0.012838525	-0.189083556	-0.124999268	-0.110032968	-0.070961431	-0.043920042	-0.038911239	0.156736727	-0.622072857	-0.751004423	0.357852125	-0.041184741	-0.085158544	0.016680018	0.483718379	-0.45452331	0.236416149	-0.025399835	0.088837762	0.549428024	0.031268917	-0.012355746	0.077881309	0.016792603	-0.219739858	0.500601939	0.131105468	-0.176346605	-0.098224046	-0.671617945	-0.321770413	-0.140343741	0.227518861	0.585922589	-0.150977613	-0.135879027	-1.407619058	-0.004291083	-0.412466032	-0.660379261	0.205431337	0.147163108	0.038716949	0.250663066	-0.108447335	0.040996474	-0.470013259	-0.111082063	1.220950757	0.093560728	0.268596913	0.341796934	-0.086371197	0.019819598	0.368573106	0.192506585	-0.531979804	0.032730428	-0.00874618	-0.015427889	1.070183577	0.553791915	0.073128267	0.492041993	-0.237466846	-0.310537098	-0.090914325	0.322175956	-0.547934133	0.136653293	-0.117347622	-0.620363473	-0.045154215	-0.742107037	0.040720942	-0.199108939	-0.178872987	-0.170617526	0.087117148	0.259191875	0.077238547	-0.26808466	-0.666886494	-0.247366758	-0.132408386	0.508971226	-0.1165604	-0.037842247	-0.191419623	-0.349822419	-0.129799424	-0.01717641	-0.150348582	0.064704305	0.540737352	-0.126900784	-0.071836781	0.346595987	0.141697827	-0.070199635	-0.028288076	-0.118233764	-0.494339715	0.177022994	-0.159972532	-0.229417145	-0.076857548	-0.09760264	0.474351921	1.211448539	0.045193643	0.097320711	-0.012956162	0.042227429	0.434590685	-0.849810494	-0.087119719	0.615680192	0.189558745	0.232510039	0.371907521	0.703668266	0.031115314	-0.071065129	0.405820288	0.406859519	0.224329883	-0.357481041	0.105428172	0.019894166	0.15257456	0.132071599	-0.042101122	-0.058810596	0.17003383	0.469369781	0.206572187	0.28581653	0.0
TCGA-B0-4837-01	-0.012304239	0.015705236	-0.137126817	0.849615335	-0.206724841	0.7062709	0.043276323	-0.236755786	0.216687104	-0.022628632	-0.26786209	-0.186935997	0.614312381	-0.361626315	-0.508288907	-0.856680227	-0.214811484	-0.45549769	0.361939852	-0.117126613	0.006030053	0.264044771	-0.412220775	-0.093406032	-0.193853643	-0.064580935	-0.166081776	0.168347685	0.045963046	0.100674584	0.062824137	0.009946201	0.11287218	0.448426722	-0.007087153	0.253718011	0.142558318	0.410292219	-0.054658583	0.171970744	0.054223992	-0.068599131	0.183644151	-0.110904162	0.066738958	-0.056467995	0.006641994	-0.558758761	0.211225636	-0.056898353	0.257783551	0.342839761	-0.149621918	-0.050231354	0.119470702	-0.341818608	0.274358861	-0.214858208	0.264594791	0.062890485	-0.123617855	0.12382153	-0.42868939	-0.04727105	-0.21836937	-0.5494941	-0.065785473	0.001057167	-0.101744718	-0.129430951	0.083676336	0.974301889	0.244076628	0.498830616	0.183815986	0.205809743	-0.41078757	0.041445869	0.064662534	-0.10874001	-0.514032346	-0.111115499	-0.20171224	-0.17046139	0.191338343	0.080578694	-0.238719605	-0.290816594	-1.737011636	0.151938348	0.15294619	-0.105376329	-1.794272865	-0.20824103	-0.224550055	0.155410071	-0.002374493	-0.430828743	0.066913428	-0.029700162	0.376736928	-0.097320826	-0.027994932	-0.088131112	-0.027158137	0.962750941	0.417753966	-0.179315388	-0.013470994	-0.015380196	-0.452041973	-0.114008135	-0.028615001	-0.227651198	-0.693607197	-0.112568951	-0.117575999	-0.021043467	0.440264741	-0.122529432	-0.328055399	-0.12791184	0.173520965	0.1403778	0.05466443	0.515441462	0.035641426	-0.276098732	-0.049734589	-0.662986034	-0.172523878	-0.097431467	0.153480551	0.027313183	0.081388024	0.279507272	0.000732575	0.268636235	0.304283293	-0.21022256	-0.090853471	-0.121633109	0.277830288	-0.331465723	0.044693823	-0.460191568	0.401667889	-0.980150827	-0.279516104	0.035498373	-0.173413327	0.334407661	0.092831635	0.021074897	-0.080281979	-0.040028197	0.246081192	-0.053857945	0.139077645	-0.554713181	0.080614907	-0.094717058	0.157835453	0.057682527	-0.028937825	0.096836767	-0.309230722	1.05550876	-0.179067707	0.428294217	0.0
TCGA-BP-4762-01	-0.017149853	0.113373001	0.29597908	-0.78784864	-0.581040126	0.155198776	-0.239306448	-0.591773142	-0.295457231	-0.347458714	0.08262321	1.055717289	0.267730388	-0.528135498	-0.260426447	0.534989333	0.417447436	0.562960031	-0.017577677	-0.422220376	-0.198918501	-0.412011333	0.579550135	-0.053353456	-0.01938882	0.064208505	0.123808412	1.036937942	-0.077602096	0.402826585	0.113089308	-0.102417508	0.330483303	-1.251558352	0.163997993	-0.307448723	0.111595274	0.058787482	-0.026925454	-0.205059261	1.961475172	0.823001811	-0.217856463	-0.058904563	0.129257702	0.008407337	0.613018681	0.3943707	-0.095237471	-0.598721849	0.088313972	0.059704416	0.61710924	0.129938741	0.237095226	-0.498259455	0.430303759	-0.411454506	-0.270230955	0.300709757	0.256308884	0.456720959	-2.350335487	0.60661105	0.09170493	-0.1397003	0.59983238	0.292512535	-0.772548965	0.393587717	-0.092483117	1.067392111	0.021225733	-0.197682881	-0.601966727	1.392507154	-0.003402127	0.130716955	1.112331579	-0.028047095	1.772059514	0.158872226	0.261266051	-0.899363527	-0.20695409	-0.223819729	0.034695666	0.347686625	1.823261656	0.415685503	-0.217530095	-0.164840242	-2.636495322	0.993787361	-0.419413191	-0.179323177	-0.259716631	0.380021424	0.112203823	0.17874375	-0.006535351	-0.23855287	1.797867582	-0.724756573	-0.018158624	-0.633822675	-0.000653507	0.905016751	-0.461910073	-0.200575056	0.295003522	0.146329644	-0.723310761	0.086151896	0.424500575	-0.016345966	-0.128002094	1.014296763	-0.364467653	-0.042733396	0.656208118	-0.414582996	-0.074857587	-0.106651935	0.411726461	0.642104345	-0.744625213	1.08020892	0.132770377	-0.230144599	1.202015083	-0.297679691	0.132407813	-0.221314675	-0.084636344	0.227700555	0.140515771	0.062770364	0.272154851	0.000653507	0.671937506	0.740183317	1.710122567	0.114239101	0.138850941	0.665102945	-1.029632239	-0.734050691	0.010171685	-0.143000789	-0.040106404	0.655718867	0.062555683	0.133152945	0.016839701	-0.089615335	-0.329262942	-0.637148631	-0.059545237	-0.904030804	0.018089831	-0.50362035	-0.463458107	0.028365665	-0.065733496	-0.067326119	-0.182710751	-1.546113496	1.454249154	-0.755047782	0.0
TCGA-BP-4991-01	-0.037578094	-0.024517712	0.455596694	0.074034233	-0.091434255	0.267703594	-0.004666938	-0.40223249	-0.004020149	0.003161323	0.071703572	-0.48103083	-0.000251482	0.194402117	0.313735104	-0.47373484	0.022519867	0.813946478	0.082368879	0.468039671	-0.34088777	0.141356352	0.929035964	-0.200916947	0.436718388	-0.083665604	0.307172134	0.298649445	0.028546575	-0.183234787	-0.071125789	0.269503908	0.104314002	0.432045525	-0.064729636	0.605350552	0.153442929	0.059348416	-0.149864738	-0.0119949	1.172169358	-0.619929771	-0.086666043	-0.073846989	-0.17489097	-0.100017367	0.448869298	-0.138066283	0.199661422	-0.054624701	0.229468509	0.333004519	0.367836198	-0.028728614	0.022251574	0.02726829	-0.118785947	0.187978412	0.236628	-0.110889348	-0.125470671	-0.507733829	1.906070909	-0.147828898	0.068846363	-0.433212525	0.121364449	-0.017282302	0.778738607	0.034040038	-0.205967036	-0.165825207	-0.378552923	-0.276744919	0.056457011	-0.28272759	0.025527909	-0.419823803	-0.048855131	-0.008594229	0.264362934	0.336955134	-0.260095772	-0.1182987	-0.018944435	0.213182945	-0.130497178	-0.220052534	0.259006085	0.749687562	-0.306074085	0.023894733	-0.017260705	0.240676253	0.402050052	0.445847061	-0.040951675	-0.097629149	-0.108097874	-0.050330124	-1.152245307	0.049378828	-0.053625874	-0.034319924	-0.374953896	-0.34838715	0.183057605	-0.288738135	0.265136771	0.21592805	-0.068050703	-0.155158553	-0.000433185	-0.131555503	0.35466208	-0.042975972	-0.924469518	-0.281988499	-0.164481635	-0.079664587	0.207666017	0.640560542	0.14581677	-0.083453677	-0.056847694	0.18479404	0.155146711	-0.286799177	0.073453411	0.244833972	0.104748354	0.145747283	0.03208725	0.151140051	-0.21719536	0.253938134	0.122175542	0.116555165	0.180530084	-0.219200325	0.464172046	0.839612481	0.270848009	-0.235881153	-0.163837128	-0.51615469	-0.070917991	0.435054571	0.236128648	-0.034960115	0.80836698	-0.343906625	-0.230133719	-0.332477203	0.147969478	0.097928391	0.176998209	0.220796935	0.178916444	0.000251482	-0.046194494	-0.313194479	-0.064871736	0.263032267	0.444333011	0.198270682	-0.088329173	-0.107796606	0.469358348	0.009280343	0.0
TCGA-BP-4164-01	-0.229311408	-0.01216142	0.006298326	0.436125523	0.156906285	0.57603682	0.051083874	0.707858013	-0.095035369	-0.003094499	0.765586204	0.264330069	-0.206562022	0.818498973	1.012086036	-1.359823401	-0.296544588	0.409950531	-0.14064613	0.08490602	0.09871024	-0.205298113	-0.02645385	-0.118674964	0.39645207	-0.265154133	-0.158521349	-0.51415644	-0.114108267	-0.254726034	0.046014227	-0.420287122	-0.024913724	-0.696589649	-0.324775011	-0.363052448	-0.189719475	-0.476936362	-0.038669659	0.155133078	0.057398041	-0.054835212	-0.320003857	0.220809391	-0.250353871	-0.137934311	-0.415564177	0.323856608	0.25231828	0.044173086	-0.000417645	0.077862771	-0.21363666	-0.185164273	-0.192565226	1.20295031	-0.531838039	-0.259868087	-0.205869209	-0.216786772	-0.263363752	-0.589726105	0.521922066	-1.019897954	-0.176446918	0.718888528	-0.030135593	-0.044343233	-0.013335858	-0.105017189	0.043453284	-0.298445223	-0.269296449	-0.053861509	0.074243123	0.005804105	0.25907166	0.477243184	-0.676232481	0.327961919	-0.404276563	0.200068142	0.440345936	-0.168552827	0.536178126	0.47019317	0.602624202	0.750502215	-0.174700207	-0.853325969	0.122208295	-0.182480358	1.64852003	1.259815964	0.253098648	-0.167419633	0.276452951	1.104848293	0.000417645	-0.075556596	1.542387804	-0.076490035	-0.021251509	0.33974385	0.254024379	-0.106983218	0.014893661	-0.171206655	0.123118058	0.801086092	0.142338043	-0.059981821	0.024272997	0.248646464	0.051310684	0.191675183	1.036029151	-0.159806726	0.695841082	-0.642728538	-0.1915724	-0.495702036	-0.065242316	-0.131039283	-0.291368174	0.040916166	0.460419414	-0.236534986	0.140638892	0.388458651	-0.873619824	-0.088872365	-0.037567887	0.110302114	0.826044329	-0.13836311	0.520451215	-0.105840837	-0.181806471	0.739674368	-0.373984674	0.361073415	0.434872187	0.795780399	-0.222793041	-0.777416939	-0.532365958	-1.897180138	0.059441405	0.241666359	0.263081273	0.595045952	0.201690483	-0.324222029	-0.359897899	0.558852832	0.214848661	0.195416472	-0.028160888	1.195056007	-0.046674533	0.271949878	0.017418263	0.127665064	-0.344542414	-0.203842214	-0.055152755	-0.120383832	-0.320398784	0.453573903	0.0
