	14-3-3_beta-R-V	14-3-3_epsilon-M-C	14-3-3_zeta-R-V	4E-BP1-R-V	4E-BP1_pS65-R-V	4E-BP1_pT37_T46-R-V	A-Raf_pS299-R-C	ACC_pS79-R-V	ACVRL1-R-C	ADAR1-M-V	Akt-R-V	Akt_pS473-R-V	Akt_pT308-R-V	AMPK_alpha-R-C	AMPK_pT172-R-V	Annexin-1-M-E	Annexin_VII-M-V	AR-R-V	DIRAS3-M-E	ASNS-R-V	Bad_pS112-R-V	Bax-R-V	Bcl-2-M-V	Bcl-xL-R-V	beta-Catenin-R-V	Bid-R-C	Bim-R-V	c-Kit-R-V	c-Met-M-E	c-Myc-R-C	C-Raf-R-V	Caspase-7_cleavedD198-R-C	Caspase-8-M-E	Caveolin-1-R-V	CD20-R-C	CD31-M-V	CD49b-M-V	CDK1-R-V	Chk1_pS345-R-C	cIAP-R-V	Claudin-7-R-V	Collagen_VI-R-V	Cyclin_B1-R-V	Cyclin_D1-R-V	Cyclin_E1-M-V	Cyclin_E2-R-C	Dvl3-R-V	E-Cadherin-R-V	eEF2K-R-V	EGFR-R-V	eIF4E-R-V	eIF4G-R-C	ER-alpha-R-V	ER-alpha_pS118-R-V	ERCC1-M-V	ERK2-R-E	ETS-1-R-V	FASN-R-V	FoxM1-R-V	FOXO3a-R-C	FOXO3a_pS318_S321-R-C	G6PD-M-V	GAPDH-M-C	GATA3-M-V	GSK3-alpha-beta-M-V	GSK3-alpha-beta_pS21_S9-R-V	HER2-M-V	HER2_pY1248-R-C	HER3-R-V	HER3_pY1289-R-C	Heregulin-R-V	HSP70-R-C	IGFBP2-R-V	IRS1-R-V	JAB1-M-C	JNK_pT183_pY185-R-V	JNK2-R-C	Ku80-R-C	Lck-R-V	LKB1-M-E	MAPK_pT202_Y204-R-V	MEK1-R-V	MEK1_pS217_S221-R-V	MIG-6-M-V	MSH2-M-V	MSH6-R-C	mTOR-R-V	mTOR_pS2448-R-C	MYH11-R-V	Myosin-IIa_pS1943-R-V	N-Cadherin-R-V	N-Ras-M-V	NDRG1_pT346-R-V	NF-kB-p65_pS536-R-C	NF2-R-C	Notch1-R-V	P-Cadherin-R-C	p27-R-V	p27_pT157-R-C	p27_pT198-R-V	p38_pT180_Y182-R-V	p70S6K-R-V	p70S6K_pT389-R-V	p90RSK-R-C	p90RSK_pT359_S363-R-C	PAI-1-M-E	PARP_cleaved-M-E	PDCD4-R-C	PDK1-R-V	PDK1_pS241-R-V	PEA15-R-V	PEA15_pS116-R-V	PI3K-p110-alpha-R-C	PI3K-p85-R-V	PKC-alpha-M-V	PKC-delta_pS664-R-V	PKC-pan_BetaII_pS660-R-V	PR-R-V	PRAS40_pT246-R-V	PREX1-R-E	PTEN-R-V	Rab11-R-E	Rab25-R-V	Raptor-R-V	Rb-M-E	Rb_pS807_S811-R-V	RBM15-R-V	Rictor-R-C	Rictor_pT1135-R-V	S6-R-E	S6_pS235_S236-R-V	SCD-M-V	SETD2-R-E	SF2-M-V	Smac-M-E	Smad1-R-V	Smad3-R-V	Smad4-M-V	Snail-M-E	Src-M-V	Src_pY416-R-C	Src_pY527-R-V	STAT3_pY705-R-V	STAT5-alpha-R-V	Stathmin-R-V	Syk-M-V	TFRC-R-V	Transglutaminase-M-V	TSC1-R-C	Tuberin_pT1462-R-V	VEGFR2-R-V	XBP1-G-C	YB-1-R-V	YB-1_pS102-R-V	A-Raf-R-V	B-Raf_pS445-R-V	Bcl2A1-R-V	BRD4-R-V	c-Abl-R-V	CD26-R-V	Chk1_pS296-R-V	COG3-R-V	DUSP4-R-V	ERCC5-R-C	IGF1R_pY1135_Y1136-R-V	IRF-1-R-C	Jak2-R-V	p16_INK4a-R-V	SHP-2_pY542-R-C	CDK1_pY15-R-C	Subtype
TCGA-B1-7332-01	0.008049546	0.166074385	-0.438263603	-0.489661659	-0.140587174	0.258223475	0.164916383	0.338527375	-0.06821927	-0.057571989	-0.024324049	-0.315753506	0.133454326	0.402958801	0.12373344	0.309817754	0.049489869	-0.096387494	0.259099125	-0.19150749	0.583638251	-0.65299595	-0.357168392	-0.22335917	0.408737966	-0.09821006	0.246073499	-0.11401139	-0.01299233	0.108074959	0.004495366	-0.165080725	0.061689912	-1.00331605	-0.132023745	0.192604208	0.061509834	0.186847351	0.04684476	-0.33616034	0.166381988	-0.173553393	-0.01141654	-0.151522989	-0.227683883	-0.115383459	0.032499567	-0.544813303	-0.073713041	-0.070922794	-0.009501223	0.253685971	0.075212211	-0.067966112	-0.070731186	-0.513272944	-0.264768283	-0.383430173	0.168412817	0.248430327	-0.033039804	0.064229662	-0.734688216	0.02953975	-0.165493397	-0.090527786	0.538923165	0.096222474	0.478779481	-0.1105143	0.19755231	0.550347745	-0.128552217	-0.082053626	0.139048678	0.037025641	-0.210845757	-0.119192097	-0.182199792	0.034676933	-0.165029606	0.021172755	-0.115855259	-0.135055872	0.039025106	-0.002013209	0.017047094	0.023005059	-0.497403069	-0.495669124	-0.205601799	0.164346269	-0.63840308	0.207096599	0.231376141	0.072172704	0.13458119	-0.027715095	0.011303753	-0.019663364	1.048033184	0.126410539	0.000845439	-0.041881159	0.094583457	-0.15495853	0.133974299	0.198953842	-0.155192877	0.015676659	-0.499724857	-0.363371669	0.043038804	-0.059056799	-0.229458107	0.121644324	0.137830688	-0.022802413	-0.005273509	-0.050178067	0.516893729	0.188656437	0.785511369	-0.107505378	0.046310426	0.231342452	-0.143658574	0.004450197	0.017061007	-0.029448015	0.661905301	0.110585719	-0.056889285	0.04412372	-0.075295211	-0.331602427	-0.129461447	0.011199599	-0.015594052	0.196165351	-0.096697598	-0.445056161	0.264061087	0.46139461	-0.0004078	0.751064628	0.175474806	0.095902561	0.24334027	-0.202958322	-0.216466674	-0.091680628	-0.284309155	0.169836639	0.019893528	-0.08481204	-0.169998142	-0.022293989	-0.097923926	0.645607225	-0.175424415	0.351934206	-0.005439178	0.241702053	-0.026091742	0.03437992	-0.102903442	0.083819805	-0.048838565	0.050918251	1.0
TCGA-B1-A47N-01	0.184726696	-0.115370158	0.25653834	0.068897833	0.093931841	0.669324936	0.138451855	-0.27996548	0.159433713	-0.073800676	0.689722215	0.716220172	0.303581291	-0.074131983	-0.811198437	0.740409702	0.680714439	0.458109432	0.724573498	-0.615853529	0.52625023	0.377007715	1.046208324	0.01496644	-0.089716434	-0.137424383	0.141081151	0.426215826	0.375478781	-0.163741532	-0.307157379	-0.229334699	0.179957126	-0.546644064	-0.003973248	-0.013056034	0.147190911	-0.192134002	0.440037042	-0.156372812	1.422384094	0.413955147	-0.40262045	-0.493215964	-0.136326121	0.193355012	-0.110801467	-0.382009997	0.247181118	0.167078802	0.119656027	-0.832401735	-0.281935933	0.20259735	-0.078695545	0.428939169	0.058631046	-0.625802904	-0.37454493	-0.070494183	0.153485871	0.041743173	0.005893865	-0.090371464	0.459512183	0.345585891	0.869557156	0.149456494	0.084369451	-0.02160284	-0.192965903	-0.528077423	-0.600460764	-0.087272371	0.033881812	0.71123306	0.085371794	0.176394822	0.262656798	0.199873358	1.27223533	-0.122424868	-0.053635711	-0.01486615	-0.095476777	-0.150115952	-0.247515653	0.126419087	-0.433372847	-0.109950446	-0.185967992	0.051543443	0.401584311	-0.824850585	0.018025938	-0.228570565	-0.202660672	0.694330826	0.106223203	0.307884702	1.688171959	-0.01954287	-0.279602885	-0.122228576	-0.136916656	-0.034304056	0.186106065	0.885720739	0.150946338	0.183383936	0.734029476	-0.898599883	0.02798417	0.013109729	0.024451413	0.104786037	0.496084268	0.299382265	0.229743819	0.280684807	0.0061801	0.143725007	-0.233558138	-0.138839763	0.163048678	-0.328381588	-0.25026853	-0.559640654	-0.030776541	-0.093259719	0.426306168	-0.048252235	-0.038643456	0.114998393	0.303169295	-0.013642353	0.205167165	0.542625493	0.134788501	0.143110327	0.249759975	0.06474357	-0.075442668	0.491292991	0.000666724	0.087918966	-0.178126717	-0.093320386	0.251900261	-0.002414401	-0.104163578	-0.11242741	-0.040080031	0.08221239	-0.481012203	0.369763122	-0.284741152	0.629493543	0.002746747	-0.015142796	0.022540919	-0.170382044	-0.106283452	-0.015775224	-0.00633349	-0.28685269	-0.045557255	-0.436236945	-0.180183096	-0.198477652	1.0
TCGA-EV-5901-01	-0.16786633	-0.101666113	0.139982746	-0.038293182	0.138943321	0.644094397	0.476485148	-0.252404891	-0.183952503	0.020494313	0.574868448	0.87165957	0.272437526	0.16423297	0.206690015	0.103221326	0.036424084	-0.422615696	-0.121104259	-0.536879833	0.106994271	-0.072950808	0.853724292	-0.042988437	0.330106823	-0.13422595	0.571970194	0.285473284	-0.12869407	-0.371213215	-0.071272584	-0.343406114	-0.074554987	1.429444812	-0.13990668	-0.164887521	-0.006905726	-0.139893565	0.066064544	0.060942345	0.952309088	0.168023972	-0.284495132	-0.233983879	-0.233273176	-0.147611794	0.223677368	0.584707912	-0.497437999	-0.370512533	0.057216956	0.015651487	0.200369344	-0.195579525	-0.113733322	0.106235896	-0.122392551	-0.214228282	-0.682849129	-0.118700526	0.130632489	-0.494747431	-0.656736306	-0.144642924	0.323597146	0.667000428	0.584925975	0.034373381	-0.464495033	-0.165762317	-0.566910715	-0.370369304	-0.004568012	-0.075451681	-0.238046543	0.015245687	0.223888797	0.133994391	0.045606853	0.151121711	0.332238008	0.135655942	-0.113163831	0.056073839	0.168313948	0.091560533	0.031572915	0.343217232	2.990813424	0.306165625	-0.121919214	-0.114833459	0.803888375	-0.074672308	0.344512882	-0.343473363	-0.414749742	0.817238653	-0.195504648	0.033038836	1.032702173	0.059651091	-0.453354578	-0.305071907	-0.267675989	-0.447523927	-0.143124162	0.819814521	-0.064837823	0.035628174	0.084940042	-0.349669346	0.212360028	0.208834362	-0.045291058	-0.014118879	0.280063495	0.180456403	0.067878607	0.089739699	0.57699425	-0.111777404	1.051972068	0.004568012	-0.074131324	0.156053639	-0.009014864	0.872777127	0.031101332	0.239158703	0.941880371	-0.150215395	-0.2675401	-0.209843345	-0.448777045	0.327742775	-0.006212958	-0.134723883	-0.184296469	0.043466131	0.536466654	2.02592928	0.790759778	0.118851011	-0.121794407	1.205807233	-0.313476753	1.687271804	0.40648714	-0.008782301	0.327530731	-0.204983128	-0.125330049	-0.176196504	0.177935752	0.579886193	-0.25211451	0.462404597	0.193200983	0.447282748	-0.026759337	0.005134599	-0.076985043	0.549583264	-0.02094254	-0.11446612	-0.075050952	-0.22590281	0.375050915	-0.159552066	1.0
TCGA-UZ-A9PP-01	-0.014391309	-0.066373429	-0.230557694	0.151212183	0.138607495	0.482187513	-0.058495803	0.245557615	-0.175751834	-0.031800604	0.377580748	0.568956115	0.710055189	0.556521214	0.404213082	0.236896033	-0.229005527	-0.035212072	0.058394651	-0.33224304	0.400556309	-0.051775133	-0.666796334	0.073053089	0.640100561	0.181727973	-0.879581587	-0.151913656	-0.052525943	0.160874681	-0.116424099	-0.117322491	0.066747056	0.211055317	0.105629525	-0.081546874	-0.133340141	0.042729578	0.254823178	-0.120591517	0.64965126	0.36746894	0.304064733	-0.041806677	0.158737958	-0.052362444	-0.263142467	-0.796540223	0.071644659	-0.213252006	-0.192227577	0.069249727	0.063160101	-0.006453495	-0.089779384	-0.109194431	-0.082622189	0.064456449	0.253632157	-0.249914697	0.061100045	-0.518128715	0.309410654	-0.15066819	0.058088994	0.550492296	0.848748967	0.120509517	0.776519749	-0.143779189	-0.420185261	0.159648424	-0.06345006	-0.055292381	-0.030176283	0.281059173	0.026966535	0.068622761	-0.276396411	-0.124865158	-0.102444662	-0.277708649	-0.049144224	0.030223027	0.0079859	0.103037565	0.430738349	0.246163779	1.253261038	-0.401878543	-0.194120616	-0.058329658	-1.579231255	0.158433187	0.319163376	-0.127796395	0.065261052	-0.351253159	0.176637157	-0.048180355	0.707491409	-6.43e-05	-0.004643714	0.302748977	0.366156791	-0.080117307	-0.156006792	0.336625702	0.148288566	0.319468475	-0.302299638	0.068938827	-0.181354413	-0.207091531	0.293947792	0.250283455	0.48351331	0.039584202	0.315943774	-0.446176296	0.090954161	0.330123153	-0.314050673	0.214525755	0.350833029	0.594979972	0.338704814	0.108176499	0.223030709	-0.208121043	0.159630777	-0.112738886	-0.0708987	0.075261642	-0.096751913	-0.26478026	-0.117650417	0.132665773	0.038498628	0.158339386	0.102671347	0.814664179	-0.016071452	0.068133591	-0.004012718	0.023595528	-0.844195857	0.797487575	-0.089139949	0.110817745	-0.217089681	0.185750046	-0.145030128	0.396052784	-0.328310777	-0.231068477	-0.004582312	0.106625348	0.012969722	0.913769774	0.044097688	0.031050809	-0.212319913	-0.01382953	6.43e-05	0.157401784	-0.144862774	0.004126599	-0.132643808	-0.021115952	1.0
TCGA-AL-3473-01	0.147781039	0.221273326	0.101087727	0.561352991	0.149693673	-0.172131234	0.067746283	-1.572363156	0.481369812	-0.175852999	-0.407210542	-0.31388839	0.187449962	-0.358106401	-2.285245471	-0.290974077	-0.062001274	-0.087967735	-0.004936568	-0.492121468	-0.322995126	0.663458323	-0.045194482	0.422592268	-1.093691463	0.325764471	0.34913868	0.302063856	-0.042027458	0.026612958	-0.07927707	0.489233412	0.061352052	2.141116476	0.221764134	0.343984022	-0.259054213	-0.06506348	-0.308323816	-0.48255086	-0.649794952	0.709711663	-0.04781353	0.161065543	-0.175957771	0.234581174	-0.57597156	0.285195412	-0.121554317	0.243091714	0.32153814	-0.153579239	0.086157645	0.190093658	-0.936975986	0.883042636	0.062500807	-1.3054327	0.119387343	-0.172079291	0.100674951	0.317071149	0.938278079	0.433263317	0.22309087	0.03976822	-0.583768662	-0.002096234	0.146826142	0.110807201	0.021100298	0.156694403	-0.203999915	0.116666064	-0.434152395	0.000311021	-0.120114207	-1.134012876	1.035972409	0.204619374	0.396300435	0.955176495	0.135842691	-0.070180464	-0.571745447	-0.521997201	-0.628971201	-0.805557619	2.719032935	-0.891154989	0.020038665	-0.018189472	1.037278559	0.05804875	-0.697697655	0.504060344	0.001907464	0.48339978	-0.046087002	0.192608526	-1.281341809	-0.165387813	-0.219208469	0.605214289	0.231044753	0.840398429	0.077387215	-0.514396384	-0.263043453	-0.679659105	0.392867958	0.034032343	-0.500649805	-0.051123358	-0.832482168	-0.24795293	-0.711284891	0.23065222	-0.220207105	-0.006340358	-0.909446755	0.83117126	-0.000311021	-0.30672343	0.215741326	-0.62769208	-1.287940424	0.771302897	0.220221596	-0.234917209	-0.343781165	0.043090506	0.237715693	0.325419479	-0.392076041	-0.403073541	-0.025969337	-0.044359756	0.032938246	0.110709491	-0.047014706	-1.490961841	-1.005148079	0.431881676	0.239199856	0.067704735	0.31021358	-0.107932435	-0.04767741	0.090910448	-0.290446241	0.138176483	0.132970622	0.24056897	-0.277196493	-0.671511685	0.587966485	0.00313145	-0.18444333	-0.340936803	0.199144037	-0.242142428	-0.173588337	0.076612168	0.170019827	0.285870676	0.010774744	-0.013024949	-0.501131456	-0.460911339	1.0
TCGA-IZ-8195-01	0.615004958	-0.015682574	-0.779885202	0.0639604	-0.281971731	0.00147827	-0.431859757	-1.343966285	0.62053388	-0.117170007	-1.039973752	-1.223334746	-0.313554518	-1.326282032	-1.51603835	0.227224395	0.708342868	-0.427516699	0.615938398	0.315906279	-0.561452218	-0.239401647	-0.887498195	-0.312997244	-2.410626717	0.805842888	-0.661611955	0.52858363	0.384966616	0.531062952	0.240835333	0.909208531	0.510364707	0.27807224	0.607548763	0.599652353	0.280718534	0.485550443	-0.16945485	-0.564901998	-0.497625193	0.997052791	0.31214886	1.307607934	-0.398239762	0.148585372	-0.251956907	-1.237595677	-0.367993201	-0.017568169	-0.089696455	-0.873012192	0.922993804	0.368423186	-0.566157645	-0.653140333	0.863952203	-0.588082688	0.902838786	0.285719201	0.499045263	0.893184727	-1.882425041	0.205457554	-0.773621981	-0.798129706	-0.770688371	0.637469147	-0.109101116	0.373459417	1.240970389	2.727113173	1.858801677	0.705310081	-0.260037427	0.696319493	-0.577608683	-1.272427972	0.411213807	0.886059897	0.625396029	0.627472937	0.529082871	-0.065426698	-0.889515609	-0.416338486	-1.417973722	-0.603491586	0.385303647	-0.692417071	0.875951032	0.390715302	-1.263439693	1.025357068	-0.673455742	0.567809666	0.574424846	-0.113255965	0.276430839	0.631633641	-0.519805675	-1.059999512	0.614141356	-0.620409616	1.022281639	2.502089617	0.677183829	-0.486388644	-0.194537945	-0.924048981	-0.40458047	0.692294782	-0.574405073	-0.503598472	-0.832255458	0.088184621	-0.849834072	0.480483088	-0.188589341	0.534817979	-0.589901155	1.351856137	0.359596156	-0.051460127	0.798624238	-0.401994779	-1.203511664	-0.646179369	0.712231919	-1.305234067	-0.091454268	0.205005915	0.747711527	0.383799739	-0.41380839	-0.098729833	0.16968622	0.52308356	0.707683042	0.087879473	0.16614042	-0.792338555	-0.527227355	-0.317353907	0.94277662	0.507922974	-0.049890225	-0.058678312	-0.673579399	0.360532188	-0.832627261	0.610520591	0.128806795	0.416356868	-0.504309265	-1.312459835	0.742972034	-1.478746975	0.540888754	-0.616168683	0.510979283	-0.537696345	-0.131816249	-1.137274646	0.541624474	0.006753982	-0.424325684	0.610442404	-0.299463878	0.0178022	1.0
TCGA-UZ-A9PQ-01	0.16118764	-0.220490285	-0.421471523	-0.071943336	0.24101767	0.016192417	-0.412736471	-0.59987592	-0.325429775	0.000855888	0.437321278	-0.188566966	-0.267059881	0.069442016	0.097493856	-0.928742478	-0.447577044	0.483748997	0.113005116	0.005866901	-0.005317489	-0.469664848	-0.248250397	0.387256581	0.788247948	0.257528924	0.600136363	0.114159754	-0.261449704	0.019657452	-0.205600471	0.228512339	-0.181933342	1.53539968	0.188963948	0.320015807	0.373820668	-0.059347764	0.25570201	-0.54832581	-0.549511225	-0.230234159	0.457538561	0.510929461	-0.357969342	0.063996149	0.140479845	1.028351867	0.443729529	0.233548268	0.048108625	0.24868258	0.259487087	0.054121885	-0.030735291	-0.052228543	0.472938309	-0.296390127	0.154806724	-0.238685983	0.084263037	-0.708274947	0.174199917	-0.011493786	-0.000855887	0.343207219	0.103245988	0.054161987	-0.237635006	0.015044252	0.058547965	0.566833512	0.168833095	0.312019239	-0.03522886	0.034198645	0.273432373	-0.308679181	-0.087644488	-0.028493305	-0.181920652	0.445018631	-0.146117512	-0.230993364	-0.631641	0.054523867	-0.258012437	0.306985269	3.187009015	-0.302938391	0.223890781	-0.151159883	0.01037296	0.238701386	0.112594534	0.281086049	0.122552856	0.125631561	0.063207734	-0.173980686	-0.103345774	-0.112779606	0.026291391	-0.094634849	0.092177133	-0.414300077	-0.072346539	-0.739932507	-0.043476964	-0.385512337	-0.044807815	1.950597861	-0.156201377	-0.46634784	-0.172490533	0.010852224	-0.418300836	0.214935209	-0.163369747	-0.299005573	0.961862497	0.541238487	0.017881473	-0.125485899	0.170153706	0.20277372	0.636728124	0.822373399	0.072201175	-0.447631715	-0.914748672	-0.083097494	0.103236864	-0.100905944	-0.269499517	0.112935426	0.1636694	-0.215001093	0.024173462	-0.059167611	-0.099869782	0.816595548	-0.540046931	-0.095749705	-0.097038761	-0.231244564	0.211022488	-0.170456237	-0.107676411	0.076024553	0.046837451	0.20238754	1.252249527	-0.105130218	-0.091950478	-0.248910169	-0.066089396	0.453913814	-0.044984241	-0.16638271	-0.055638415	0.390708412	-0.289867904	0.157522858	-0.276699294	0.025121922	0.045738286	-0.414619351	-0.171615363	-0.167216456	1.0
TCGA-SX-A7SM-01	0.115455844	-0.23112431	-0.039246159	0.373369363	-0.226326788	0.091880907	-0.097162996	-0.21342174	-0.156784429	-0.130815605	0.327056427	0.105796188	0.095522212	-0.254479538	0.033461623	-0.130380316	-0.497442077	-0.375121653	0.003282329	0.64398055	0.015255643	-0.26641456	-0.92327637	0.462690776	-0.013823605	0.07820583	-0.37961443	-0.006105179	-0.049442006	-0.102379947	-0.032006529	0.255711482	-0.162333497	1.704075303	0.124405437	0.070921659	0.070706684	0.120492476	0.429149074	-0.427281288	-0.720619105	-0.007216005	0.520718737	0.457054991	-0.001396571	-0.093311747	0.23096769	0.035243709	0.483494984	0.035035306	-0.023382888	0.289617385	0.427477129	-0.024279233	-0.097489788	-0.039190366	0.289350558	0.031161294	0.1019534	-0.127449456	0.014657117	0.209829237	-0.100420531	0.021783053	-0.157791906	0.269443879	-0.327078113	-0.234809702	-0.168572851	-0.018910089	0.225882226	-0.216968612	0.991254531	0.209178555	-0.021691245	-0.025724743	0.060554442	-0.252432153	0.0795461	-0.160300212	-0.159168433	0.180450743	-0.135445533	-0.235980415	-0.448793393	0.127068112	-0.169164192	0.503550846	3.285544861	0.097687987	0.091568557	-0.072891404	-0.065194708	0.53740427	-0.292779752	0.014120153	0.173164059	0.089278713	0.062750845	-0.096802256	0.085493803	-0.143150727	0.029108173	-0.228582409	0.230431904	0.284812209	-0.075688299	0.08732934	-0.244174202	-0.340875687	0.548252147	0.923174989	-0.172696006	-0.153493963	-0.089984127	0.089165953	-0.004363245	0.165699546	0.054751804	0.126586384	0.300471111	-0.046138095	0.273878389	0.396466502	0.169014602	0.241431606	0.265559017	0.738829411	-0.017764269	-0.277376376	-0.241725508	-0.077555997	0.09770902	-0.204071868	0.076502107	-0.108223946	-0.038739294	-0.124665863	0.140127338	-0.124919554	-0.325834306	0.203130993	0.248440344	0.493196925	-0.033326485	0.148904227	0.219977975	0.29899627	-0.11780585	0.03112054	0.129185782	0.40610521	0.966354472	0.14401041	-0.064569092	-0.258912333	0.049314099	0.265790518	-0.111443578	-0.343415046	-0.018180159	-0.042288381	0.629992009	-0.010458622	-0.160045692	0.155171714	0.085800139	-0.047969715	-0.09843316	-0.091092512	1.0
TCGA-2Z-A9J1-01	0.123430993	0.100171002	-0.206061495	-0.264613803	-0.342744334	0.012725436	0.700536369	0.18098467	0.136519166	0.029935993	-0.297801208	0.236623308	-0.129037567	-0.106632677	0.782359631	0.006458105	0.038438283	0.110299989	0.168520919	-0.000348246	-0.257157563	0.273739095	0.298426295	-0.174796197	-0.787260918	-0.076469168	0.170843899	0.237041643	0.040392564	0.359376554	-0.118731905	0.07573598	-0.046204768	-1.707695173	0.054584803	0.353488308	0.015639648	0.239642561	-0.178610677	-0.170598396	0.273879004	0.442512029	0.074038427	-0.597907565	-0.107606197	-0.04553912	-0.365348679	-0.578625792	-0.616586578	-0.433191717	0.243791247	-0.303380216	0.184162011	0.020528273	-0.750460299	-0.64288621	-0.095310092	-0.200150645	0.398627592	0.306501636	0.030290329	-0.0556535	0.283527923	0.31223283	0.01932911	-0.560018284	-0.463454716	-0.112122076	1.032276843	0.067309607	0.124035179	0.128043148	-0.270724729	0.058127063	0.360248445	0.022990906	-0.443126028	-0.454572052	0.165523658	0.220597757	0.014667966	-0.244580816	0.019690035	-0.146125499	0.0001297	-0.527279773	-0.435875191	-0.15043344	-1.143404329	0.248720949	0.020596433	0.047987171	1.836877165	0.076906966	-0.243479806	0.062232887	-0.036505142	-0.061182788	-0.008173153	0.22979988	-0.578074071	-0.383263446	0.084729416	-0.201165504	0.344840104	0.438060387	0.251777374	-0.482828437	0.139016931	0.237367837	-0.522908085	-1.000977434	-0.270445425	-0.115555444	-0.160956823	-0.070148273	-0.481468902	0.174912218	0.028363957	0.091514234	-0.931883354	0.146729423	0.292997794	-0.527748815	0.035652647	-0.331593366	-0.707289073	-0.694484194	-0.011098699	-0.019867313	0.300996749	0.123583195	0.31090795	0.142097174	0.147479704	-0.071651772	-0.125835447	0.530201537	0.177622962	0.083558661	-0.061306843	0.353222225	-0.224949253	-1.051729828	0.218424603	-0.014632535	-0.929304267	-0.278408251	-0.411285911	0.005085789	-0.17523058	0.058046673	-0.784725098	0.049166276	-0.032984248	0.0465025	0.141978777	-0.458208828	-0.0001297	-0.017190659	0.052912778	0.149014733	-0.17318103	-0.269193063	0.129750307	-0.326609545	-0.31217862	-0.189608517	-0.016577966	0.142822059	1.0
TCGA-BQ-7056-01	0.024463721	-0.321919375	-0.027137375	0.218259798	-0.203667788	-0.174535385	-0.313813074	0.03938693	0.073057711	0.084247116	0.219904589	-0.316611123	-0.713316796	-0.112105063	0.629141784	-0.413134473	-0.115818684	1.207453081	0.515651155	0.009022216	-0.049829506	0.215504239	-0.165569244	0.141686352	0.405350568	-0.240004574	-0.036850461	0.026714633	-0.049739286	-0.028372479	-0.090721708	0.028976348	-0.188019515	0.482347721	0.237798908	0.304551856	0.214313567	0.24362583	0.00696454	-0.128932314	-0.129247834	0.107049889	0.886554289	-0.366599952	0.116641702	0.199169886	0.26374995	-0.216639037	0.058360202	-0.162751149	-0.01156472	0.127037396	1.13011671	0.127280088	-0.098598163	-0.172856332	0.005329376	-0.076089094	0.592267404	0.335966863	0.032811948	-0.044650702	-0.384020921	1.054056766	-0.096008993	-0.212769701	-0.352307379	0.018493601	-0.521840063	-0.11857805	0.050857338	-0.433809574	0.375684287	-0.054280995	0.492398514	0.375852996	-0.086517608	-0.193697851	0.028907789	-0.155773302	0.749470695	0.032247804	-0.067372909	0.145516607	0.398562918	0.513690118	-0.304228054	0.133204904	2.754496322	-0.067137173	-0.010416293	0.158312904	-1.381044337	-0.428636694	-0.206193543	0.041610108	0.128587993	-0.010176876	0.032841884	-0.037540364	-0.452128295	-0.262675189	0.17514249	-0.069559738	-0.088265541	-0.119485087	0.266915734	-0.624467739	-0.126302991	-0.01506106	0.132124338	-0.077607547	-0.039917482	-0.246466836	0.047996227	0.139839786	-0.006557772	0.200766752	-0.22883928	0.196644187	0.567628355	-0.137916075	0.223629537	0.14316436	0.12517948	0.2067628	0.818106595	0.579009933	-0.280573575	-0.036904659	-0.067174602	0.242071752	-0.032168995	0.009600261	0.048412159	-0.126156222	-0.003796036	0.096995125	0.207226765	-0.370627049	-0.089390352	0.480730041	0.17849514	0.18533149	-0.144747768	-0.264859942	0.24128396	-0.244127291	0.068806411	-0.16046296	-0.376821574	0.300953175	0.118922019	-0.265538748	-0.219953713	-0.390006268	-0.284308208	0.841825821	-0.197112158	-1.116811805	-0.266542391	-0.206512294	0.53819905	-0.035243551	-0.064537529	-0.176752097	-0.049071765	0.073501006	0.12680677	0.358878579	1.0
