sample	TCGA-KM-8442-01	TCGA-KN-8428-01	TCGA-KN-8430-01	TCGA-KL-8343-01	TCGA-KL-8324-01	TCGA-KN-8421-01	TCGA-KL-8333-01	TCGA-KM-8441-01	TCGA-KL-8335-01	TCGA-KN-8427-01	TCGA-KO-8407-01	TCGA-KL-8346-01	TCGA-KO-8405-01	TCGA-KO-8408-01	TCGA-KO-8410-01	TCGA-KO-8416-01	TCGA-KL-8338-01	TCGA-KO-8406-01	TCGA-KN-8432-01	TCGA-KL-8334-01	TCGA-KL-8332-01	TCGA-KO-8415-01	TCGA-KL-8330-01	TCGA-KM-8438-01	TCGA-KN-8434-01	TCGA-KN-8423-01	TCGA-KM-8476-01	TCGA-KN-8418-01	TCGA-KO-8413-01	TCGA-KO-8417-01	TCGA-KN-8425-01	TCGA-KO-8411-01	TCGA-KN-8424-01	TCGA-KL-8336-01	TCGA-KO-8403-01	TCGA-KN-8436-01	TCGA-KM-8439-01	TCGA-KN-8435-01	TCGA-KN-8429-01	TCGA-KL-8340-01	TCGA-KM-8440-01	TCGA-KM-8639-01	TCGA-KL-8329-01	TCGA-KN-8419-01	TCGA-KL-8328-01	TCGA-KL-8325-01	TCGA-KO-8409-01	TCGA-KM-8443-01	TCGA-KL-8337-01	TCGA-KL-8326-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8341-01	TCGA-KL-8327-01	TCGA-KL-8342-01	TCGA-KL-8339-01	TCGA-KO-8404-01	TCGA-KO-8414-01	TCGA-KN-8426-01	TCGA-KN-8431-01	TCGA-KN-8433-01	TCGA-KL-8331-01	TCGA-KN-8437-01
N-Cadherin-R-V	0.041905028	-0.091083427	-0.020557168	0.053320094	-0.04541696	0.003874929	-0.182798661	0.207311454	-0.021037347	-0.149244378	-0.048977652	0.238946964	-0.040361662	0.004577923	-0.040349338	-0.040667653	-0.09685861	-0.12642746	-0.07850271	0.010512749	0.028879367	-0.06352438	0.026010128	0.33879866	-0.011329453	-0.096586775	-0.028252244	-0.184095162	0.169348835	-0.091019064	-0.035572903	-0.059244828	-0.243271231	-0.109211469	-0.279180022	-0.022667477	-0.005424359	-0.023929079	0.233510545	-0.060130055	0.014354389	0.280115861	-0.097169137	-0.023413968	0.026222187	-0.210270199	-0.099397714	0.376711664	0.283200612	-0.005978003	0.082007916	0.263554087	-0.072715559	-0.080652647	-0.090546362	-0.033208881	0.06304313	0.011819022	-0.141688987	-0.100948116	0.007712853	-0.111500766	0.064551416
N-Ras-M-V	-0.143334156	0.01718979	0.097873453	0.071349672	-0.096309746	0.066212103	-0.242264289	0.047803003	0.03667024	-0.115494551	0.109846385	0.175645814	0.055773211	-0.108544264	-0.023712234	0.057714057	0.154857745	-0.108162759	-0.046776057	0.023288697	0.170940215	0.100729712	0.12952172	0.066093774	0.165536923	-0.106665962	-0.11378632	-0.100951295	-0.217719283	0.048235386	-0.108429398	0	-0.460940196	-0.279185936	-0.122780902	0.155247786	0.103010132	0.206322309	0.115543303	0.114053996	0.008875613	0.215927629	0.007959663	0.108227029	-0.018995034	-0.072762416	-0.019965803	0.116445108	0.075335235	0.009009133	0.205624534	-0.078793534	0.095452869	0.015815185	0.112161159	0.171585017	-0.071740285	-0.128376438	0.022300798	0.084183275	0.017767141	0.074759612	0.137909016
NDRG1_pT346-R-V	0.012438516	0.236775202	0.242344334	-0.259645278	-1.730260848	0.34532561	-0.186120774	1.033616252	-0.372990163	-0.794181835	0.118324022	-0.785793511	0.355775603	0.297075004	0.170373927	0.259944219	-0.097132703	0.338497835	-0.148202752	-0.841953101	-0.008441493	1.060696171	0.019823561	-0.527778402	0.265788388	-0.078376491	0.097098465	-0.405742113	-0.230726618	0.023194763	-0.317501367	0.214344618	-0.208050599	-0.240577921	-0.108513589	0.399823654	0.904672249	0.624209215	-1.39455151	0.137564544	-0.466669435	0	-0.77513481	0.004413959	-0.235314357	0.240749423	0.119553134	-0.642314866	-0.455211414	0.080025	0.302902587	0.493488481	-0.158669425	-0.019849573	-0.320789537	-0.024154058	-0.774208446	-0.796273475	-0.286349512	-0.079121102	0.661469874	-0.32787906	0.717922069
NF-kB-p65_pS536-R-C	0.3945907	-0.030821945	0.138200959	0.231057326	-0.148318439	0.08445879	0.534283945	0.562841392	-0.092016224	-0.28855364	0.114996159	-0.010802904	-0.070301044	-0.111892132	0.111567137	0.071434116	-0.208454126	0.151781641	-0.069462952	-0.050695097	-0.179186778	0.140865899	-0.081207636	0.238325396	-0.089733855	0.495192624	0.004583916	-0.047160846	0.190090842	0.082973713	0.056849634	0.081472473	0.247741323	0.441402801	-0.20868686	0.096759841	0.21813676	-0.008191661	-0.084819744	-0.246709993	0.175549984	-0.067752797	-0.039279417	-0.101946116	-0.179651767	0.57007523	0.013547186	0.475468826	0.3965438	0.035923474	0.066904295	0.57009501	-0.002902353	-0.03521791	-0.132980883	-0.163904772	-0.072555256	0.182151371	-0.006224567	-0.063295554	-0.061066869	-0.310122398	0.209964659
NF2-R-C	0.50228458	-0.137121215	-0.466149881	-0.006003584	1.67381435	-0.544881286	0.192289219	-0.577121952	-0.649696753	0.333004725	-0.056178307	0.711435378	0.354968852	0.776644005	0.878367002	-0.553005462	-0.0298861	0.036729276	0.110606979	-0.018556953	0.070853255	0.090206787	0.337584001	-0.009803567	-0.130928146	0.391035063	-0.579591371	-0.125929858	0.186470339	-0.150210447	0.242865318	-0.692852908	-0.163785498	-0.150913332	-0.270548061	-0.308107625	-0.498103833	-0.187604969	-0.101531391	-0.044749038	0.268160876	-0.153861341	0.117298079	0.078959428	0.533907201	0.24880779	0.856961491	0.387054019	-0.246434171	0.329771508	-0.314464556	-0.099855693	0.057699088	-0.094718385	-0.156364827	-0.200075111	-0.193941884	0.280957656	0.371245573	0.053180712	0.175474103	0.044410644	-0.633823715
Notch1-R-V	0.070217915	0.132272408	0.156070293	-0.028861074	-0.117027259	0.1096653	0.091709688	0.377644076	0.02632764	-0.134471147	0.070861211	-0.071276547	-0.009755494	-0.162934362	0.053236075	0.074386576	-0.028361924	-0.078269405	0.141187298	-0.011458157	-0.077482733	-0.131141547	0.082967235	0.196329563	0.028528346	-0.014217892	0.059837126	-0.033480697	-0.038485263	0.073497443	-0.029661918	0.065871478	-0.321629613	-0.218787829	-0.219385742	0.262485942	0.243529797	0.113054022	0.08256227	-0.170391233	0.093699207	0.251918995	0.044724335	0.231733431	-0.096668803	-0.035306072	-0.004756053	0.127460311	0.07832248	0.139161826	0.135804312	0.159741705	0.037727055	0.007466535	0.09689751	0.094310795	0	-0.009862404	0.079036136	0.166352916	-0.084614146	-0.001890827	0.367905924
P-Cadherin-R-C	-0.039464449	0.028542564	0.176798947	0.033165662	-0.229457214	0.075975926	-0.415511497	0.108064842	0.099664482	0.042341036	0.230205323	-0.057029162	0.08409442	-0.064721448	0.029538392	-0.011904806	0.05174091	-0.26969641	-0.23217506	-0.231474946	0.042287697	-0.228332668	0.109134196	0.093418342	-0.071312618	0.206309591	-0.276022269	-0.161445276	0.078492722	-0.123834261	0.079764653	0.072809685	-0.424193483	-0.489762194	0.07835287	0.29839431	0.30240526	0.131518955	0.112557208	-0.039657686	0.001549523	0.737802131	-0.038339069	0.076441218	-0.235314357	0.07798897	0.086112095	0.078743777	0.119834818	0.123441106	0.140537838	0.041266141	-0.091438912	-0.106755689	0.102435891	0.166385701	1.384013031	0.060974246	0.083997003	0.54701445	0.340431697	-0.123756695	0.385576491
p21-R-V	0.213485358	0.270326926	-0.477729852	0.515346244	0.306283123	-0.265330034	0.118810034	-0.915159761	0.757408868	-0.596435435	0.319080787	0.555011421	-0.057431045	1.054492205	-0.122021978	-0.343178223	0.479780249	0.296093241	-0.075746619	0.41678371	-0.309908264	0.050279181	-0.258570107	-0.477186485	0.238265849	-0.558268258	0.096280141	0.297912182	-0.238223013	0.114288549	0.032156224	-0.336808095	0.595890341	0.286935145	0.599751403	-1.65291612	-0.599474422	-0.241742216	0.722293293	1.08730216	0.706933993	-1.3457292	0.37562394	-1.61907035	0.857020895	0.175043919	-0.456293823	-0.012337401	0.408333256	0	-1.733638354	0.175717515	-1.729378955	-0.236076073	0.34936926	0.174113503	-1.882072105	0.096424839	-0.743099527	-0.304878114	0.175055667	0.669054803	-1.654375959
p27-R-V	0.111196705	0.515455228	0.069606996	-0.15124585	0.249351241	0.16473996	-0.066724211	0.170912436	0.827206712	0.002356544	0.011813334	0	-0.316783206	-0.336523669	0.293410698	-0.071473286	0.285111994	-0.121360839	0.576900774	0.153090155	0.709107265	-0.228092948	0.435262738	-0.229231016	-0.05466789	0.439129067	-0.014843513	-0.237739915	-0.093632436	0.104868106	9.17E-05	0.01803131	-0.667700853	-0.114936967	-0.444666	0.258525483	0.236444737	0.235836783	-0.042126795	-0.358278288	0.180733247	-0.035636209	0.203653769	0.167642104	0.460435222	0.171628103	-0.024718847	0.859243438	-0.084615765	0.069762289	0.151784263	0.043138407	-0.023599656	-0.029658249	0.053542423	0.148072096	0.043752382	-0.147786588	-0.184299083	0.162697773	-0.041411513	0.071149433	0.260731007
p27_pT157-R-C	-0.133660826	0.045015967	-0.192656255	0.026300579	0.080647817	0.052440127	0.249077423	-0.19226458	0.10249391	-0.012359814	-0.183574397	0.015110379	0.092067989	0.110310978	0.052321507	-0.062797883	-0.027608382	-0.068691048	-0.132210224	0.075612694	0.005192628	0	-0.049161073	0.174270044	0.039625956	-0.0866643	-0.03419561	0.013445202	-0.065105237	-0.097806089	0.022044666	-0.150737242	-0.049264769	-0.030257642	-0.022527015	-0.241493197	-0.184120664	-0.079198838	0.164001389	0.170257392	0.15649638	0.011416054	0.072896626	0.066296727	0.088844774	-0.234750512	-0.033836482	0.227074407	0.157283457	-0.128251718	-0.164282042	-0.010809289	0.100874892	-0.034467339	0.173170434	-0.014497791	0.071142249	0.0487576	0.045658673	-0.030610717	-0.056942029	0.137697233	-0.218461486
p27_pT198-R-V	-0.026206711	0.150358808	-0.065748887	0.034178868	-0.038346213	0.06337165	0.015697856	-0.023941985	0.191691053	0.042745217	-0.147024144	0.324734174	-0.122251576	0.011266926	-0.005058695	-0.011184208	0.053015626	-0.029880503	-0.093318018	0.177384049	0.098792516	0.109518482	-0.070349147	0.08067362	0.087523272	-0.080377344	0.060951443	0.00460844	-0.082390892	-0.077832654	-0.056625832	-0.110790139	-0.060557321	-0.037420703	-0.050780796	-0.094563139	-0.015282651	-0.002581301	0.198680048	0.176646846	0.135441242	0.016955378	-0.033581982	0.048879199	0.017758115	-0.237942359	0.004807186	0.175608972	0.278879912	-0.043175137	-0.113315317	0.037630665	0.111339181	0.038283989	0.037225141	-0.053245894	0.1592495	-0.040989929	-0.105115061	-0.11337089	0.087759256	-0.024303128	-0.077666378
p38_MAPK-R-V	0.257676376	-0.483728238	0.190511859	0.240000277	-0.096265191	-0.662381133	0.003666322	0.311569738	-0.873997904	0.269016497	0.035243616	-0.848142611	0.50849533	-0.080865452	0.294397776	0.115113537	-0.245827674	0.360560956	0.110563385	-0.934001181	-0.395077212	-0.107745441	-0.152567429	-0.419271577	-0.081952454	0.382772545	0.124969403	-0.098015368	0.448343163	0.229870767	0.176164314	0.181695576	0.181797585	0.228349324	0.218082394	0.093952805	0.421750346	-0.116772707	-1.178861264	-0.821637821	-0.470629046	-0.166547525	-0.11663638	-0.019403993	-0.351051667	0.318600655	0.259817466	-0.458460946	-0.865493971	0.127740939	0.064974954	0.079628037	-0.392898078	0.193604355	-0.531251752	-0.368659504	0.288791772	-0.417760183	0.115476996	-0.037880667	-0.433374217	-0.027709228	0.187597374
p38_pT180_Y182-R-V	0.602859636	-0.739673813	0.153099546	0.148958996	-1.075330401	-0.404533624	0.560101777	0.551705122	-0.49903875	-0.267142928	-0.068238429	-0.929809068	0.763573868	-0.428290407	0.899122368	0.358445075	-0.622388022	1.048705571	-0.236325788	-0.878428253	-0.784466519	-0.252296857	-0.300895326	-0.365402482	-0.346425973	0.403729116	0.276082357	-0.284817597	0.493092028	0.064590653	-0.242724673	0.126380629	0.498709502	0.660707365	0.569449452	0.161079889	0.814004164	-0.070194352	-0.858291528	-0.754156627	-0.431881331	0.181549874	-0.58604848	-0.11356374	-0.581349435	0.495972097	0.477183385	-0.521808903	-0.661277003	-0.072022351	0.052687007	0.255747376	-0.578269239	0.32590291	-0.473759208	-0.362455885	-1.042714324	-0.723678934	-0.455018478	-0.147931616	-0.403511968	-0.644129755	0.220638246
p53-R-E	0.019936416	-0.150263737	0.794717877	-0.028112044	-0.289114608	0.395022334	-0.415606069	1.002890432	0.169827497	-0.689783507	0.448121281	-0.110509548	-0.11368255	-0.111892132	-0.013624935	0.424668353	0.263586731	-0.197934729	0.223600484	-0.094877478	-0.070078309	0.015299341	0.367058188	0.115164042	0.13341763	0.117243405	0.427189988	-0.008188036	0.023595618	0.464273618	0.031377695	0.571307109	-0.698126998	-0.244542234	-0.383392033	0.843722882	0.97031186	0.671650731	-0.18545812	-0.091361812	0.200309193	0.456541503	0.011754071	0.417105084	-0.318571643	0.524597775	-0.006602031	-0.063161705	0.189068047	0.493412215	0.678709602	-0.005930762	0.141954119	0.284713505	0.110652175	0.303337111	-0.508229183	-0.164399396	-0.332789265	0.218476133	0.128597729	0.100996116	0.977541944
p62-LCK-ligand-M-C	-0.213830168	0.638270413	0.159458693	-0.166336207	-0.904234965	-0.025579901	-0.30343189	0.204693053	-0.417797017	0.340201741	0.151946034	-1.164672779	-0.460790829	0.097094626	-0.13302885	0.266529496	-0.140257159	0.133534993	0.094391356	-0.203661657	-0.259669821	-0.196197427	-0.239475238	-0.345046491	-0.065098098	-0.178743708	0.22422091	0.05601727	-0.308657344	0.154132273	-0.457721331	0.372863703	0.054833909	-0.141559053	0.496970825	0.382913896	0.177942812	0.099575756	-0.861628147	-0.319414026	-0.420814801	-0.235191253	0.080173309	0.001848124	-0.105080118	0	-0.241583606	-0.502549595	-0.24614677	0.002800419	0.319984181	0.008582744	0.097252342	0.125981762	-0.253321045	0.156167291	0.425337928	-0.082098211	-0.203741708	-0.092487631	-0.336578044	-0.051891647	0.331990387
p70S6K-R-V	0.196132082	0.155006186	0.252677893	0.33417245	-0.116288708	-0.02814586	0.184752908	0.336485716	-0.535987417	0.467919615	0.185290587	-0.710101829	-0.073002178	0.206750053	0.257188073	0.068329774	-0.543741213	0.318305779	0.226995055	-0.530740457	-0.487767402	0.004986492	0.098701631	-0.500221018	-0.077246659	0.242599834	0.088252467	0.026948799	-0.010332577	0.148203911	-0.270155427	0.180136625	0.14835097	0.132752139	-0.106728562	0.358448211	0.445016596	0.186565393	-0.834712735	-0.633071642	-0.301345626	-0.422893853	-0.087220275	0.131943834	0.308984404	0.27370956	0.131487138	-0.475178299	-0.753090256	0.321158737	0.275526477	0.050910853	0.023960944	0.197827377	-0.340361672	0.100371454	0.552740819	-0.157955808	0.159087886	0.008238698	-0.492136115	0.107097951	0.319240417
p70S6K_pT389-R-V	0.161393608	-0.067687782	0.491782254	0.148642858	-0.56120516	0.105609923	-0.27888202	0.725567261	0.03667024	-0.480489381	0.338472971	0.078881747	-0.098801649	-0.197232617	-0.127283792	0.21106979	-0.02453122	-0.021482363	0.064937169	-0.096790466	-0.202471881	-0.124926611	0.269199402	-0.008623946	0.020187333	-0.008807859	0.140670155	-0.068835673	-0.008080653	0.199363476	-0.061925439	0.343735011	-0.265341845	-0.127058594	-0.314454252	0.560041753	0.539311585	0.361738088	-0.030886703	-0.150420425	0.097315644	0.048458138	-0.107940977	0.20338005	-0.142774539	0.160891607	0.019187811	0.428398023	0.329300229	0.328824107	0.345435093	0.489705027	0.005122941	0.064592324	0.003841496	0.172011096	-0.529358411	-0.109221368	-0.369514854	0.157772343	-0.060285421	-0.11636617	0.590732373
p90RSK-R-C	-0.092860829	0.066815836	-0.297646084	-0.046724534	0.168526424	-0.520034703	0.255657977	-0.110299651	-0.71144896	-0.338269224	-0.311899543	-0.801791758	-0.010203921	0.026018125	0.508125789	-0.300849702	-0.093977711	-0.095789591	-0.079297273	-0.459430745	-0.416986012	0.19316802	-0.355527987	-0.125712266	-0.354850111	0.436085746	-0.151356441	-0.010392512	0.289472018	-0.142958604	0.118778089	-0.221391782	0.083943987	0.062581404	-0.043408207	-0.379716573	0.128393227	-0.347195541	-0.77022968	-0.918176928	-0.385260086	0.493774511	-0.033240584	0.301900751	-0.183052914	-0.04839972	-0.010770419	-0.568412253	-0.33074851	-0.336417886	-0.558506488	0.182107746	0.020726049	-0.130543633	-0.318122139	-0.164073748	-0.219098465	0.326072265	0.329832974	-0.015516784	0.165224789	-0.352946888	0.089341791
p90RSK_pT359_S363-R-C	0.118118394	-0.139157538	0.239703415	-0.032608384	-0.433930239	0.030362263	-0.01830599	0.630731796	-0.039438852	-0.457407376	0.192949048	-0.322033576	-0.010259979	-0.295064353	0.556956828	0.204767675	-0.089242864	0.000682282	-0.049531702	-0.30632061	-0.188995745	-0.205193852	0.119662183	0.26189381	-0.093357265	0.125222268	0.089727591	-0.206952664	0.25640848	0.056125541	0	0.218873776	-0.356240862	-0.161528452	-0.369658762	0.268313799	0.382861879	0.218804558	-0.001883258	-0.586631722	0.036605839	0.293175133	-0.293187562	0.013623769	-0.167966481	-0.030919218	0.009628128	0.367266592	0.251904959	0.074211966	0.116897576	0.39002167	-0.06786295	0.005171856	-0.18114652	0.117463004	-0.56017086	0.105068646	-0.14890676	0.143109888	0.10234675	-0.175279007	0.326676831
PAI-1-M-E	0.030504226	0.678575214	0	-0.42303174	-0.451564033	-0.099087816	-0.074948621	0.006891047	0.173816541	3.289464605	0.016724824	0.203276383	0.025986968	-0.093848525	0.279690319	0.409306076	-0.251813205	-0.397341041	-0.309896522	0.368976499	-0.391349873	0.300846948	-0.12735203	0.443904363	-0.058773723	-0.203320716	-0.215131495	-0.032871788	0.216592793	-0.254317998	-0.142565479	-0.277565079	0.342119241	0.0399124	-0.355616523	0.041916414	0.102930884	0.103668417	0.129655961	0.162187431	-0.341449288	-0.204069146	0.604326907	0.223877857	-0.006554765	-0.291145474	-0.336554697	-0.231703061	-0.223031522	-0.079677932	0.08031546	-0.400471694	0.14278902	-0.381414455	-0.268733532	0.473008962	2.210329275	-0.413502412	0.612228223	-0.179694597	-0.222704655	-0.233042699	0.099067176
PARP_cleaved-M-E	-0.198244922	-0.11859944	0.249890654	0.007748722	-0.273872395	0.089232683	-0.376791475	0.258483913	0.141041176	-0.446735761	0.120785163	-0.186823501	-0.232534574	9.44E-05	-0.205716034	0.119638846	0.082436856	-0.113895853	-0.115598587	0.046875406	-0.119905347	-0.081432438	0.032263344	-0.282041818	0.146297104	-0.148533627	-0.014257673	0.013445202	-0.428432418	0.074483168	-0.089188549	0.088532262	-0.387944629	-0.379967539	-0.235155654	0.249285905	0.365289726	0.196881897	-0.030207723	0.087150347	0.11605437	0.031141883	-0.041043568	0.050228678	-0.120461566	0.092047921	-0.134807839	-0.142886378	0.023753433	0.04524504	0.202943292	0.006124857	-0.057371402	0.011553539	-0.017453311	0.095330811	-0.432052311	-0.279761504	-0.44060801	0.017260048	-0.016352737	-0.017913197	0.26050096
PARP1-R-V	0.204171985	0.015274406	0.648912664	-0.14128816	-0.202583008	0.058652418	-0.477320578	0.809949825	-0.125322547	0.230166777	0.416466303	-0.741862475	-0.10911087	-0.0754315	-0.039633734	0.304290611	-0.054885825	-0.057758628	0.146699856	-0.360531239	0.114568434	-0.2149712	0.356507199	0.069551042	0.039512475	0.067634803	0.258151823	-0.009077731	-0.168130115	0.488552566	-0.085110484	0.48816618	-0.454349608	-0.245352531	-0.477326496	0.73165911	0.823667204	0.590045778	-0.627686768	-0.663879934	0.025450451	0.427412538	-0.152283085	0.214827821	-0.143953798	0.409102233	0.094124105	-0.215246291	-0.118630331	0.556115602	0.507571642	-0.057899227	-0.01856092	0.229425418	-0.052515314	0.330619127	0.371701673	-0.50855701	-0.505879239	0.122386722	-0.195071727	0.064689273	0.833148854
Paxillin-R-C	-0.01761051	-0.161693862	-0.274549422	0.260442711	0.274073563	-0.226214668	0.272028603	-0.527250936	-0.409046633	0.216665921	-0.147718853	-0.163534477	-0.016453353	0.312660704	-0.044990318	-0.161460022	-0.074209612	0.135230937	0.110177519	-0.319107463	-0.296868556	-0.169343504	-0.243978316	0.069768746	-0.097600952	0.310999863	-0.299192364	0.184249884	-0.270321255	-0.058196188	-0.212079096	-0.122066096	-0.050068293	0.403684875	-0.125622026	-0.31095802	-0.174329323	-0.234732198	-0.361500706	-0.644642211	-0.024126292	0.072203843	-0.12049764	-0.043510632	-0.240063925	0.031457788	0.154448239	0.30251187	-0.444637269	-0.141525458	-0.22788494	0.022762738	-0.285286549	0.047952012	0.121395062	-0.362455885	0.085361562	0.329660643	0.272386477	-0.063382078	0.007392084	-0.125637033	-0.477728351
PCNA-M-C	-0.162328239	0.93481501	-0.033604387	-0.198637299	0	0.018734116	-0.102672912	-0.15502341	-0.095317761	0.55492162	-0.079390382	0.02273453	-0.05090533	0.039531324	-0.206340882	0.02193967	0.079741619	0.091824257	0.012147593	0.008223788	0.023451143	0.026231314	0.005830701	-0.050947598	0.123535878	-0.03869437	0.049558504	0.026405287	-0.044242754	0.074608662	-0.091043978	0.043609954	0.03742732	-0.057384555	0.048958724	0.024883657	0.029539174	0.08475394	0.322628079	0.091114373	0.143396382	0.051136991	0.107016559	-0.061910202	0.219575256	-0.005158706	-0.095514403	0.004465146	0.099875102	-0.061809232	-0.117937303	-0.078223407	0.245950768	0.039240619	0.088050254	0.172993533	0.650216054	0.243845025	0.072953086	-0.027859543	-0.057182096	0.251111274	0.056782577
PDCD4-R-C	0.501584351	-0.019599341	-0.159345501	-0.216575149	0.442085341	-0.382047407	0.502577438	-0.244299349	-0.848710112	1.037205509	0.24642389	-0.882450204	0.822270034	0.321182339	0.610687545	0.18430581	0.102042884	0.516320156	0.195476134	-0.445467184	0.115640082	-0.224158126	-0.467267922	-0.404974157	-0.178461842	0.363124308	0.021621461	0.260806895	0.329395695	0.055984292	0.066624581	0.249478562	0.745139731	0.228349324	0.911228756	-0.261548002	0.561561799	-0.399790172	-0.64161219	-0.553291619	-0.309682616	-0.49591092	-0.183934434	-0.308640148	0.318822846	0.569354982	0.242814663	-0.959559555	-0.513141034	-0.165917671	-0.280979901	0.480088288	-0.144544164	0.666523041	0.121893794	-0.600705752	-1.063786571	0.06102582	-0.535723675	0.119103245	-0.295437962	-0.185263878	-0.033867106
PDK1-R-V	-0.162700045	-0.270560442	-0.203359128	0.009456006	0.379269876	-0.280331863	0.091391409	-0.451388546	-0.239461773	0	-0.252545883	-0.124889169	0.076707791	0.000404943	-0.040759065	-0.082739263	-0.249967307	-0.080327954	0.044941079	0.170693903	-0.12021649	0.312288102	-0.263947006	0.094896156	-0.05207542	0.022999485	-0.114802614	-0.007837047	0.216592793	-0.192778532	0.183834799	-0.108013091	0.303157905	-0.215209829	0.265687464	-0.19030215	-0.326839946	-0.211850706	-0.04674279	-0.121181447	-0.084959333	-0.255001361	0.071409815	0.087042051	0.293203641	0.029762032	0.101780168	-0.00571393	-0.206838915	-0.073173682	-0.457036718	0.065329517	0.220491405	0.015693103	0.297109375	-0.238896718	-0.237454387	0.284641182	0.313835017	-0.216425648	-0.248986452	0.053063623	-0.432549212
PDK1_pS241-R-V	-0.044320718	-0.506078167	-0.195666314	0.00059906	0.376892034	-0.697243239	0.154436045	-0.593600508	-1.043144039	0.049516407	-0.135048205	-0.77130935	0.391675494	-0.051620109	-0.10149715	-0.086877235	-0.474562526	0.17341289	0.412136601	0.113965353	-0.298213045	0.343369134	-0.440193006	-0.070016047	-0.12740319	0.298979821	-0.085655837	0.023489994	0.39008551	-0.033303496	0.29753053	-0.027688678	0.306569763	-0.269928791	0.383461408	-0.242059228	-0.526315674	-0.268020564	-0.237418017	-0.681847249	-0.444536173	-0.879348181	-0.001924849	0.124684395	0.494737063	0.151328632	0.340734098	-0.51980856	-0.695632689	-0.109071987	-0.4215118	0.100190036	0.275426274	0.118290303	0.074683979	-0.415309288	-0.238533762	0.334015401	0.428114389	-0.215457746	-0.47974554	-0.040314988	-0.658679936
PEA15-R-V	0.007399101	0.377309234	-0.333476924	-0.013792667	0.441659456	-0.131911991	0.083007245	-0.25946717	-0.15878881	0.784736636	-0.067175881	0.825464241	0.167078027	0.244802009	0.431401508	-0.132118706	0.130566138	-0.195638688	0.265617841	0.086070861	0.268481679	0.194264596	0.055482071	0.086327006	0	0.223449722	-0.367799875	-0.11703607	0.300001221	-0.334550984	0.162999408	-0.476377701	0.276707779	0.169159328	0.069043369	-0.358424537	-0.265359586	-0.312750509	0.311570428	0.407724223	-0.122512471	0.097638466	0.045038296	-0.065750704	-0.155666242	-0.202544746	0.01959478	-0.057900361	0.018764265	-0.010793796	-0.362966091	-0.250224521	0.055404793	-0.125273045	0.199825907	-0.265648765	0.63497616	0.215636399	0.220284801	0.142479224	0.430887357	0.102824022	-0.343900695
PEA15_pS116-R-V	0.095607324	0.256793101	-0.677774325	0.242772951	0.308154063	-0.375180344	0.054737618	-0.964163147	0.004336977	0.511091828	0.09711079	0.10250163	-0.02013967	0.619557241	0.432908286	-0.271536135	-0.181535701	0.2101794	-0.078745011	0.231966286	0.250547242	-0.131930954	0.111405916	0.098850224	0.040692887	-0.066862688	-0.304001038	-0.118278471	-0.023725599	-0.008911744	-0.06041154	0.177610292	-0.078326551	-0.045414358	0.143721986	-0.541165577	-0.535250138	-0.176927599	0.369201977	0.189951596	0.216684988	-0.313387259	0.157841697	-0.227848562	0.356654119	-0.059858966	0.638815002	0.312331351	-0.080502605	0.13208773	-0.321172668	0.3234526	-0.143368597	-0.265437277	0.02483438	-0.043082015	0.467202582	0.061433124	0.038204019	0.123568982	0.346741732	-0.026932162	-0.83130101
PI3K-p110-alpha-R-C	-0.021261682	-0.185050757	-0.15561074	0.136730527	-0.092528539	-0.345588042	-0.018106637	-0.188309865	-0.324786232	0.4882138	-0.147070252	-0.015620868	0.039244438	0.13117706	-0.392740017	0.032465031	-0.291224591	0.153869883	-0.137003616	-0.14547532	0.232845155	-0.085642355	-0.207764584	-0.203110193	0.007622621	-0.136259962	-0.028462417	0.003622656	-0.176904438	0.137675215	-0.177242654	0.013337178	0.127185737	0.212158154	0.208367419	0.107716764	-0.04323519	-0.040232823	-0.226996768	-0.250855166	-0.284312821	-0.137881617	-0.07880611	0.022090072	0.064650412	0.191377256	-0.082875983	-0.078334972	-0.192505199	-0.166049668	0.185203332	0.074653291	0.196626938	0.173588867	-0.087761163	0.000916317	0.261119368	-0.485699854	-0.198289345	-0.041036213	-0.419992622	-0.007096977	-0.080623508
PI3K-p85-R-V	0.081384125	-0.074065299	-0.311138983	0.111929114	0.494625528	-0.181268151	0.298979907	-0.201566499	-0.377595987	0.956189912	0	0.011359522	0.21113038	0.561232599	0.04823393	-0.044289244	-0.049778436	-0.115763236	0.232377625	-0.049513772	0.190757888	0.114986261	-0.787510916	-0.287499909	-0.065417536	-0.01925178	-0.101144343	-0.185706006	0.325279444	0.033216731	0.268299663	-0.170978386	0.302306289	0.566013016	0.120847942	-0.121832658	-0.007720325	-0.265689588	0.131426351	-0.359222178	-0.266968931	0.372983938	0.205128311	-0.130972598	0.082161543	0.293739522	-0.244182019	0.143797667	-0.309149624	-0.046881078	0.045595489	0.026550191	0.018557679	0.075706718	0.148613612	0.114583303	0.805884485	-0.394399107	0.227732256	-0.357316409	-0.214309505	0.01023549	-0.233543019
